"name_sci","name_e","name_c","lat","lon","survey_dat","province","county","location","national_l","IUCN_redli","endemic_c","data_sourc","data_owner"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.4,111.1,NA,"","","湖南慈利县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.35,110.31667,NA,"","","湖南城步县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.03333,111.85,NA,"","","湖南常德市",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",28.2,112.98333,NA,"","","湖南长沙市",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",31.66667,112.2,199212,"","","湖北宜城市西部金牛山",0,6,1,"裴冀男等,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.9,109.4,NA,"","","湖北宣恩县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.88333,114.28333,NA,"","","湖北咸宁市",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",30.58333,114.18333,197900,"","","湖北武汉市附近珞珈山及东湖周边地区",0,6,1,"胡鸿兴,唐瑞昌,1980","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",30.55,109.96667,197900,"","","湖北神农架自然保护区",0,6,1,"黎德武,吴发清,1985","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.51667,109.3,NA,"","","湖北来凤县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.88333,110.03333,NA,"","","湖北鹤峰县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",30.26667,109.48333,NA,"","","湖北恩施县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",31,110.3,199100,"","","湖北巴东县",0,6,1,"张家驹等,1994","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",33.13333,111.46667,NA,"","","河南淅川县",0,6,1,"李延娟,1985","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",33.03333,111.83333,NA,"","","河南内乡县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.9,106.7,196405,"","","贵州遵义市沙湾村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.7,107.03333,196405,"","","贵州遵义市老浦场",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",28.25833,106.15833,199200,"","","贵州习水国家级自然保护区",0,6,1,"冉景丞,罗扬,2002","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.93333,107.1,197612,"","","贵州绥阳县雅泉村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",28.21667,107.16667,199300,"","","贵州绥阳县雅泉村",0,6,1,"余志刚,蒋鸿,1997","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.03333,108.11667,NA,"","","贵州施秉县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.66667,107.03333,NA,"","","贵州龙里县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.8,108.63333,197804,"","","贵州江口县德旺村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.25,107.3,197712,"","","贵州惠水县祥摆村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.7,106.66667,197507,"","","贵州惠水县抵季村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.63333,106.66667,NA,"","","贵州贵阳市",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.2,106.9,197504,"","","贵州贵定县摆哈村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.91667,108.775,196404,"","","贵州梵净山自然保护区",0,6,1,"胡鸿兴,唐瑞昌,1978.","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.2,107.5,NA,"","","贵州都匀县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.39167,108.24167,199500,"","","贵州东南部雷公山自然保护区",0,6,1,"梁伟,1995","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",28.5,105.75,197504,"","","贵州赤水县凯旋村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",28.6,105.75,197504,"","","贵州赤水县复兴村",0,6,1,"吴至康等主编,1986","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26,110.4,198400,"","","广西资源县车田和中风村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.1,110,198400,"","","广西永福县苏桥村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.9,109.9,198400,"","","广西永福县广福村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.9,110.5,198400,"","","广西阳朔县兴坪村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.8,110.3,198400,"","","广西阳朔县金宝村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.6,110.5,198400,"","","广西兴安县严关乡",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.7,110.7,198400,"","","广西兴安县界首村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.91667,110.18333,198400,"","","广西兴安县华江村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.8,109.7,198400,"","","广西象州县妙皇村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.64167,107.225,199500,"","","广西西北部岩滩水库地区",0,6,1,"周放,房慧伶,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.5,109.7,198706,"","","广西武宣县三里村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.6,109.6,198706,"","","广西武宣县二塘村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.4,111.3,198811,"","","广西梧州市",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.7,106.9,198400,"","","广西田阳县田洲",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25,106.9,198900,"","","广西天峨县向阳村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25,107.1,198900,"","","广西天峨县六排镇",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.6,106.8,198900,"","","广西天峨县更新村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.2,110.8,198700,"","","广西藤县金鸡村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",21.81667,108,199900,"","","广西十万大山地区",0,6,1,"尹祚华,雷富民,2003","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",22,107.9,198400,"","","广西上思县百包村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.45,108.36667,198400,"","","广西上林县大明山自然保护区",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.2,109,198400,"","","广西融水县中寨村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",22.8,110.5,198400,"","","广西融水县丽村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",22.86667,110.53333,NA,"","","广西容县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26,111.1,198400,"","","广西全州县永岁村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.9,110.9,198400,"","","广西全州县才湾村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.4,110.5,198706,"","","广西平南县丹竹村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",22.2,107.1,198400,"","","广西宁明县亭亮村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.09167,107.25833,198500,"","","广西南丹县罗富村三匹虎林场",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.675,104.89167,198900,"","","广西隆林县金钟山自然保护区",0,6,1,"刘小华,刘自民,1992","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",22.39167,106.88333,198400,"","","广西龙州县武德和下冻村弄岗自然保护区",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.59167,109.89167,198400,"","","广西龙胜县三门镇花坪自然保护区",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.7,110,NA,"","","广西龙胜县里落林场",0,6,1,"周放,刘小华,1988","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.7,110,195505,"","","广西龙胜县黄土排",0,6,1,"动物所标本(49822)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.34167,109.375,200007,"","","广西柳州市",0,6,1,"蒋爱伍,周天福,2005","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.43333,110.3,198400,"","","广西灵川县三街村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.2,110.5,198400,"","","广西灵川县",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.4,110.2,198400,"","","广西荔浦县修仁村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.8,106.2,198900,"","","广西乐业县雅长村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.6,109.5,198706,"","","广西来宾县南泗村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23,106,198400,"","","广西靖西县南坡村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.03333,110.14167,198111,"","","广西金秀县长峒和六巷的大瑶山自然保护区",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.4,111.5,198404,"","","广西贺县黄田",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.3,110,198706,"","","广西桂平县子津",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.26667,110.26667,196112,"","","广西桂林市",0,6,1,"林吕河,1982","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.1,109.4,198700,"","","广西贵县覃塘",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.6,111.1,198400,"","","广西灌阳县文市和西山村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.9,110.7,198400,"","","广西恭城县西岭村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.6,111.1,198400,"","","广西富川县红旗村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.8,111.3,198400,"","","广西富川县古城村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.5,107.4,198510,"","","广西东兰县隘洞村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",22.8,107.1,NA,"","","广西大新县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.9,106.3,198800,"","","广西百色市阳圩村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.9,107.4,198510,"","","广西巴马县羌圩村",0,6,1,"刘小华,1991(pl.)","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.6,115.1,NA,"","","广东紫金县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",21.2,110.3,NA,"","","广东湛江市",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.1,113.3,NA,"","","广东英德县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.4,112.6,NA,"","","广东阳山县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.9,114,NA,"","","广东始兴县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.7,113.2,200310,"","","广东乳源县南岭国家森林公园",0,6,1,"中国观鸟年报, 2003.","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.51667,114.63333,199100,"","","广东南昆山",0,6,1,"常弘,林术,2000","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",20.7,110,NA,"","","广东龙门县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.5,112,NA,"","","广东连山县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.1,113.3,NA,"","","广东乐昌县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23.9,112.1,NA,"","","广东怀集县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",23,112.4,NA,"","","广东高要县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",24.33333,116.66667,NA,"","","广东大埔县",0,6,1,"吴屏英主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",33,104.6,NA,"","","甘肃文县",0,6,1,"王香亭主编,1991","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",32.83333,104.85833,197400,"","","甘肃南部县白水江自然保护区",0,6,1,"王香亭,宋志明,1979","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",32.84167,104.9,199400,"","","甘肃白水江自然保护区",0,6,1,"杨友桃等,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",25.86667,118.95,NA,"","","福建永泰县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.5,117.26667,199000,"","","福建武夷山南部龙栖山自然保护区",0,6,1,"黄春梅主编,1993","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.8,117.78333,NA,"","","福建顺昌县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.3,117.5,NA,"","","福建邵武县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.15,119.13333,NA,"","","福建闽侯县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.2,119.51667,NA,"","","福建连江县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",26.73333,117.46667,NA,"","","福建将乐县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.35,118.11667,NA,"","","福建建阳县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",27.05,118.31667,NA,"","","福建建瓯县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.78333,118.18333,NA,"","","安徽休宁县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.8,118.43333,NA,"","","安徽歙县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",30.1,117.4,NA,"","","安徽石台县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",30.63333,117.85,NA,"","","安徽青阳县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",29.86667,117.7,NA,"","","安徽祁门县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Bambusicola thoracica","Chinese Bamboo Partridge","灰胸竹鸡",30.16667,118.18333,197600,"","","安徽黄山",0,6,1,"王岐山,胡小龙,1981","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",39.4037,94.57488,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",39.0616,99.12745,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",38.36383,100.11276,199500,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",38.30287,100.22538,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",38.16131,100.33998,200600,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",37.60926,100.94777,200600,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",37.26444,103.01559,200400,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",36.97979,103.06425,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",36.80159,101.0147,199800,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",35.69375,102.70399,200600,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",34.85352,103.76947,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",34.70103,101.97075,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",34.60123,103.11886,200400,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",34.55055,107.79618,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",34.53459,105.71494,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",34.15089,103.30053,198600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.95061,107.86545,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.89131,108.65448,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.84054,104.60991,200400,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.83621,103.65083,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.6852,108.45683,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.63801,101.98045,198700,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.52872,102.55514,198700,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.36707,104.68782,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.33899,104.71894,198700,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.08708,101.97065,199700,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",33.04128,104.14492,200600,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.8603,100.65547,200600,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.74341,107.28397,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.67913,107.07459,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.64079,104.48059,198800,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.33337,103.35086,200600,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.24612,96.30548,198600,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.23896,96.32338,200400,"青海","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",32.23085,104.19048,199800,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",31.33273,93.43703,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",31.14884,98.69179,200600,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",31.1356,97.35006,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",30.46711,97.36183,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",30.44811,102.10626,199800,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",30.19229,102.47263,200600,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",30.10773,98.917,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",29.88166,93.18557,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",29.43754,86.99495,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",28.58129,98.41396,199500,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",28.13,98.57158,200600,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",27.8898,85.44967,200600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",27.47822,98.53485,200600,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
