"name_sci","name_e","name_c","lat","lon","survey_dat","province","county","location","national_l","IUCN_redli","endemic_c","data_sourc","data_owner"
"Gallus gallus","Red Jungle Fowl","原鸡",22.7,103.2,196200,"","","云南金平县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.7,103.2,NA,"","","云南金平县",0,6,0,"彭燕章,杨德华,1987","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.58333,103.83333,195606,"","","云南河口县小南溪",0,6,0,"动物所标本(30542)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.58333,103.93333,196104,"","","云南河口县南溪村",0,6,0,"彭燕章,杨德华,1987","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.51667,103.98333,196200,"","","云南河口县南溪村",0,6,0,"杨岚,潘汝亮,1986","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.58333,103.93333,195403,"","","云南河口县南溪",0,6,0,"动物所标本(51649)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.5,99.4,196405,"","","云南耿马县四方井",0,6,0,"动物所标本(56181)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.5,99.4,196200,"","","云南耿马县孟定",0,6,0,"杨岚,潘汝亮,1986","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.51667,99.08333,196004,"","","云南耿马县孟定",0,6,0,"彭燕章,杨德华,1987","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.95,99.78333,196405,"","","云南耿马县勐永",0,6,0,"动物所标本(56188)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.75,99.7,196404,"","","云南耿马县勐撒",0,6,0,"彭燕章,杨德华,1987","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",24.54167,98.8,199300,"","","云南高黎贡山区",0,6,0,"韩联宪,1995","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.4,100.6,195703,"","","云南橄榄坝",0,6,0,"动物所标本(30547)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.5,105.6,196107,"","","云南富宁县剥隘甲村",0,6,0,"彭燕章,杨德华,1987","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.5,105.6,196200,"","","云南富宁县",0,6,0,"杨岚,潘汝亮,1986","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",25,101.5,NA,"","","云南楚雄市",0,6,0,"李湘涛,1996","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.1,99.2,NA,"","","云南沧源县",0,6,0,"彭燕章,杨德华,1987","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.93333,106.08333,NA,"","","云南剥隘县",0,6,0,"杨岚,潘汝亮,1986","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.03333,109.53333,NA,"","","海南鹦哥岭自然保护区",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.86667,109.66667,196300,"","","海南五指山毛祥",0,6,0,"动物所标本(42756)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.6,110.7,198400,"","","海南文昌县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.6,110.7,NA,"","","海南文昌县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.8,110.3,198400,"","","海南万宁县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.8,110.3,NA,"","","海南万宁县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.36667,110.1,199810,"","","海南省屯昌县南味岭林区",0,6,0,"高育仁,1999","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19,109.8,198400,"","","海南琼中市",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.2,110.4,198400,"","","海南琼海县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.4,110,198400,"","","海南陵水县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.4,110,NA,"","","海南陵水县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.7,109.1,198400,"","","海南乐东县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.7,109.1,NA,"","","海南乐东县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.88333,109,195703,"","","海南江边",0,6,0,"动物所标本(61299)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.7,108.86667,198400,"","","海南尖峰岭自然保护区",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.7,108.8,NA,"","","海南尖峰岭",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19,108.9,198400,"","","海南东方县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.1,108.61667,NA,"","","海南东方县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.5,110.01667,NA,"","","海南吊罗山自然保护区",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.16667,109.83333,198900,"","","海南岛",0,6,0,"高育仁,1993","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.18333,108.8,200109,"","","海南大田国家级自然保护区",0,6,0,"刘振生,滕丽微,2004","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.26667,109.05,NA,"","","海南昌江县坝王岭",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.6,109.7,198400,"","","海南保亭县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",18.63333,109.68333,NA,"","","海南保亭县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.2,109.4,198400,"","","海南白沙县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.2,109.4,NA,"","","海南白沙县",0,6,0,"广东省昆虫研究所动物室,中山大学生物系, 1983.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",19.08333,109.125,198400,"","","海南坝王岭自然保护区",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.6,108.1,198400,"","","广西邕宁县那楼村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23,108.6,198400,"","","广西邕宁县九塘村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.11667,108.06667,198400,"","","广西邕宁县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.4,108.3,198400,"","","广西武鸣县两江村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.1,108.03333,198400,"","","广西武鸣县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.1,108.2,198400,"","","广西武鸣县",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",24.2,106.1,198800,"","","广西田林县八桂村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",24.3,106.2,198400,"","","广西田林县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.9,107,198401,"","","广西天等县龙茗村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23,107.1,198400,"","","广西天等县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.2,110.8,198800,"","","广西藤县金鸡村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.3,110.9,198400,"","","广西藤县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",21.81667,108,199900,"","","广西十万大山地区",0,6,0,"尹祚华,雷富民,2003","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.33333,107.83333,197612,"","","广西省",0,6,0,"吴名川,1984","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.1,107.7,198400,"","","广西上思县在妙村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",21.9,107.7,198400,"","","广西上思县南屏村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22,107.9,198400,"","","广西上思县百包村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.45,108.36667,198400,"","","广西上林县大丰村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.623,108.518,198400,"","","广西上林县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.475,107.25833,197910,"","","广西宁明县亭亮村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.1,107,198400,"","","广西宁明县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.2,105.6,198401,"","","广西那坡县百都村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.7,106.8,198400,"","","广西那坡县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.4,107.8,198400,"","","广西马山县州圩村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.6,108.3,198400,"","","广西马山县古零村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.7,108.1,198400,"","","广西马山县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.9,107.5,198400,"","","广西隆安县屏山村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.39167,106.89167,197909,"","","广西龙州县逐卜村弄岗自然保护区",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.39167,106.89167,NA,"","","广西龙州县弄岗自然保护区",0,6,0,"广西省林业厅,1993","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.3,106.8,198400,"","","广西龙州县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",24.83333,106.2,200407,"","","广西乐业县雅长林场",0,6,0,"中国观鸟年报, 2004.","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23,106,198400,"","","广西靖西县南坡村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.1,106.4,198400,"","","广西靖西县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.8,106.8,198400,"","","广西大新县硕龙村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.8,107.1,198400,"","","广西大新县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.9,108,198400,"","","广西崇左市那隆村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.3,107.3,198400,"","","广西崇左市江州村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.7,110.9,198400,"","","广西岑溪县大隆村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.9,110.9,198400,"","","广西岑溪县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23,110.9,198400,"","","广西岑溪县",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",22.7,110.3,198400,"","","广西北流县民乐村和西塘村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.9,106.3,198800,"","","广西百色市阳圩村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",23.9,107.4,198500,"","","广西巴马县羌圩村",0,6,0,"刘小华,1991(pl.)","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",24.1,107.2,198400,"","","广西巴马县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",21.2,110.3,198400,"","","广东湛江市",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",20.3,110.1,198400,"","","广东徐闻县",0,6,0,"韩联宪,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",20.3,110.1,199809,"","","广东徐闻县",0,6,0,"吴诗宝,袁喜才, 2002","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",20.3,110.1,NA,"","","广东徐闻县",0,6,0,"吴屏英主编,1991","Ding, Changqing"
"Gallus gallus","Red Jungle Fowl","原鸡",25.34,100.13,NA,"","","",0,6,0,"","CI"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",36.50671,105.20679,198600,"宁夏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",35.78892,106.1817,200600,"宁夏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",35.18052,106.42262,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",34.55055,107.79618,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",34.50091,102.52893,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",34.38099,106.20684,200600,"甘肃","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",34.28612,107.137,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",33.95061,107.86545,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",33.9245,108.72506,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",33.84054,104.60991,200400,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",33.55367,106.36086,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",33.04128,104.14492,200600,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",32.74341,107.28397,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",32.67913,107.07459,200600,"陕西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",32.64079,104.48059,198800,"四川","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",31.94762,108.25416,199000,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",31.91287,108.47718,200600,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",31.59426,109.1253,199800,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",31.52559,112.91687,200600,"湖北","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",31.50393,110.72441,200600,"湖南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",31.03108,110.40004,200600,"湖北","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",30.25021,108.87465,200600,"湖南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.88166,93.18557,198600,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.82149,106.37141,200600,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.81925,98.32259,198700,"西藏","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.76567,109.90297,200600,"湖南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.62639,108.15346,200400,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.62164,108.08949,200600,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",29.35351,110.46666,200600,"湖南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",28.90341,106.51804,198600,"重庆","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",28.60168,105.84846,200600,"贵州","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",28.39168,109.35485,200600,"湖南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",28.15609,106.38827,200600,"贵州","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",28.03471,105.16441,200600,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",27.87715,110.80908,200600,"湖南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",27.66498,103.39221,200600,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",27.58691,103.81941,200600,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",27.17823,104.87879,199800,"云南","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",25.96554,110.28838,200600,"广西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Chrysolophus pictus","Golden Pheasant","红腹锦鸡",25.28373,108.14618,200600,"广西","","",0,6,1,"雷富民组野外调查","Lei, Fumin"
"Crossoptilon harmani","Tibetan Eared Pheasant","藏马鸡",30.4964,91.26564,198700,"西藏","","",1,5,1,"雷富民组野外调查","Lei, Fumin"
"Crossoptilon harmani","Tibetan Eared Pheasant","藏马鸡",30.26677,90.96819,200600,"西藏","","",1,5,1,"雷富民组野外调查","Lei, Fumin"
"Crossoptilon harmani","Tibetan Eared Pheasant","藏马鸡",28.67227,94.40006,200600,"西藏","","",1,5,1,"雷富民组野外调查","Lei, Fumin"
"Crossoptilon harmani","Tibetan Eared Pheasant","藏马鸡",28.25185,91.66798,200600,"西藏","","",1,5,1,"雷富民组野外调查","Lei, Fumin"
"Ithaginis cruentus","Blood Pheasant","血雉",27.93333,99.81667,198000,"","","云南中甸县南20公里处",0,6,1,"徐延恭,1983","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.7,99.7,198108,"","","云南中甸县吉沙村",0,6,1,"杨晓君,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.18333,99.75,198004,"","","云南中甸县格咱村",0,6,1,"徐延恭,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.7,99.7,NA,"","","云南中甸县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.1,99.2,NA,"","","云南维西县附近山脉",0,6,1,"彭燕章,杨德华,1987","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",25,98.5,NA,"","","云南腾冲县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",25.9,98.8,NA,"","","云南泸水县",0,6,1,"李桂垣,1991","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.35833,100.16667,NA,"","","云南丽江县玉龙雪山自然保护区",0,6,1,"刘德隅等,1989","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.2,100.16667,196105,"","","云南丽江县玉龙山",0,6,1,"彭燕章,杨德华,1987","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",26.8,100.2,NA,"","","云南丽江县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",25.56667,102.43333,199704,"","","云南昆明北部的禄劝县轿子地区",0,6,1,"韩联宪,1998","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.2,99.6,NA,"","","云南巨甸县",0,6,1,"彭燕章,杨德华,1987","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.39167,98.96667,NA,"","","云南贡山县和福贡县境内的怒江自然保护区",0,6,1,"刘德隅等,1989","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.7,98.6,197305,"","","云南贡山县东哨房",0,6,1,"彭燕章,1980","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.7,98.6,197304,"","","云南贡山县12号桥",0,6,1,"彭燕章,1980","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.7,98.6,NA,"","","云南贡山县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",25.69167,98.75,200201,"","","云南高黎贡山腾冲县",0,6,1,"罗旭,韩联宪,2004","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",26.58333,98.8,199300,"","","云南高黎贡山区",0,6,1,"韩联宪,1995","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",26.9,98.9,NA,"","","云南福贡县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.6,98.7,198208,"","","云南德钦县红山",0,6,1,"徐延恭,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.2,99.2,198005,"","","云南德钦县奔子栏村",0,6,1,"徐延恭,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.5,98.9,198801,"","","云南德钦县白马雪山自然保护区",0,6,1,"杨晓君,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.5,98.9,197911,"","","云南德钦县阿东村",0,6,1,"杨晓君,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.5,98.9,196008,"","","云南德钦县",0,6,1,"动物所标本(34752)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.5,98.9,NA,"","","云南德钦县",0,6,1,"徐延恭,1983","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",26.7,99,197807,"","","云南碧罗雪山",0,6,1,"杨岚,李致祥,1984","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",26.5,98.9,NA,"","","云南碧江县",0,6,1,"彭燕章,杨德华,1987","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28,99.18333,199203,"","","云南白马雪山自然保护区",0,6,1,"格玛嘉措,董德福,1999","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",29.7,97.9,198308,"","","西藏左贡县东达村",0,6,1,"徐延恭,1995(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",29.6,97.8,NA,"","","西藏左贡县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.9,86.9,196206,"","","西藏珠穆朗玛峰甘马藏布河谷中上游",0,6,1,"钱燕文,1974(pl.)","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.9,86.9,NA,"","","西藏珠穆朗玛峰",0,6,1,"李桂垣,1991","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",27.9,85.9,197706,"","","西藏樟木县",0,6,1,"郑作新主编,1983","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",31.4,94.3,197308,"","","西藏索县江达",0,6,1,"李德浩,王祖望,1978","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",29.26667,88.85,NA,"","","西藏日喀则地区",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",28.16667,85.95,NA,"","","西藏聂拉木县",0,6,1,"李桂垣,1991","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",29.2,94.1,NA,"","","西藏米林县",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",29.6,98.5,197706,"","","西藏芒康县红波桥",0,6,1,"郑作新主编,1983","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",29.6,91.1,NA,"","","西藏拉萨市",0,6,1,"李湘涛,1996","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",31.5,98.2,197707,"","","西藏江达县",0,6,1,"郑作新主编,1983","Ding, Changqing"
"Ithaginis cruentus","Blood Pheasant","血雉",30.8,98.2,NA,"","","西藏贡觉县",0,6,1,"李桂垣,1991","Ding, Changqing"
